1;Se emplea para designar el conjunto de huesos de la cabeza, pero por conveniencia dividimos los huesos de la cabeza en huesos de la cabeza en huesos puramente craneales y huesos de la cara o faciales. Se compone por 34 huesos planos. Las estructuras óseas, como en todos los animales superiores, son la protección del encéfalo, la parte más delicada y más sensible del organismo.;Los huesos del cráneo encierran en el cerebro las membranas y vasos y los órganos esenciales del oído, contribuyen junto con los huesos de la cara a la formación de cavidades orbitales y nasales en las que se hallan los órganos periféricos de la vista y el olfato, está compuesto por 34 huesos planos. Las estructuras óseas craneales, como en todos los animales superiores, son la protección del encéfalo, la parte más delicada y más sensible del organismo.  Se emplea para designar el conjunto de huesos de la cabeza, pero por conveniencia dividimos los huesos de la cabeza en huesos de la cabeza en huesos puramente craneales y huesos de la cara o faciales.  Los craneales contienen el cerebro con sus meninges, las cavidades del oído, y parte de la cavidad ocular, y con los de la cara conforman las cavidades nasal y bucal, donde se localizan los órganos periféricos del olfato y el gusto.   Solo dos huesos de la cabeza forman articulaciones móviles y son: Hioides y mandíbula que se articulan ambos con el hueso temporal.;1234;03/04/2016;04/04/2016
2;Formada por los huesos frontales, lagrimales, cigomáticos, temporales, esfenoides y maxilar. Este hueso frontal en una gran proporción forma el techo y porción de la pared medial. El foramen supra orbital está situado en la porción media de la apófisis cigomática del hueso frontal. ;La órbita de los équidos está formada por los huesos frontales, lagrimales, cigomáticos, temporales, esfenoides y maxilar. La maxilar forma la parte ventral y rostral del límite orbital, pero no representa una parte activa en la formación de la órbita, ósea, caudal al borde orbital. El hueso frontal en una gran proporción forma el techo y porción de la pared medial de la órbita. La apófisis cigomática del hueso frontal forma una porción del borde orbital lateral. El foramen supra orbital está situado en la porción media de la apófisis cigomática del hueso frontal. La placa interna del hueso forma el límite interno del seno frontal, que contribuye con la formación de la parte dorsal y rostral de la órbita.;1235;03/04/2016;04/04/2016
3;Un caballo adulto tiene 12 incisivos, adaptados para morder y arrancar la hierba y demás vegetación, en la parte frontal de la boca. Tienen 24 dientes adaptados a masticar, los premolares y molares, en la parte posterior de la boca. Los machos adultos tienen cuatro dientes adicionales justo tras los incisivos denominados «colmillos» y que no les saldrán hasta que tengan 4 o 5 años de edad.;Los caballos han adaptado sus dientes para pastar hierba. Los caballos tienen un mínimo de 36 dientes (12 incisivos y 24 molares). Un caballo adulto tiene 12 incisivos, adaptados para morder y arrancar la hierba y demás vegetación, en la parte frontal de la boca. Tienen 24 dientes adaptados a masticar, los premolares y molares, en la parte posterior de la boca. Los machos adultos tienen cuatro dientes adicionales justo tras los incisivos denominados «colmillos» y que no les saldrán hasta que tengan 4 o 5 años de edad. Algunos caballos, tanto machos como hembras pueden desarrollar de uno a cuatro dientes vestigiales muy pequeños delante de los molares, que generalmente se les quitan porque pueden interferir con el bocado. Este espacio entre incisivos y premolares está vacío y es donde se coloca el bocado del arreo del caballo.;1236;03/04/2016;04/04/2016
4;Es el hueso más Grande de la cara del caballo, se articula con el hueso temporal y contiene los alvéolos de los incisivos mandibulares, caninos, y los dientes de lobo (si están presentes).;Es el hueso más grande de la cara del equino, se compone de dos hemimandíbulas que se fusionan en la sínfisis a los 2 - 3 meses de edad. La mandíbula se articula con el hueso temporal en la ATM y contiene los alvéolos de los incisivos mandibulares, caninos, y los dientes de lobo (si es que están presentes). Algunas razas, especialmente los descendientes del caballo árabe (que a su vez son descendientes de Equus Cracoviensis), tienen mandíbulas y maxilares poco profundas y proporcionalmente coronas de reserva cortas, mientras que la mayoría de otras razas, por ejemplo, derivados de E.  muniensis (Pony de montaña) o E. mosbachensis y los tipos de pony ingleses de raza (como ponis Exmoor) tienen alvéolos de reserva para las coronas profundos y largos.;1237;03/04/2016;04/04/2016
5;Es la primera vértebra cervical, Carece de apofisis espinosas y de cuerpo, tiene forma de un anillo prolongado transversalmente por las apofisis transversas.;Es la primera vértebra cervical, Carece de apofisis espinosas y de cuerpo, tiene forma de un anillo prolongado transversalmente por las apofisis transversas o alas del atlas las cuales presentan un agujero conjugado, uno alar externo y un agujero intertransversario.;1238;03/04/2016;04/04/2016
6;Tambien conocido como epistrofeo, es la más larga de las vértebras cervicales, en lugar de cabeza articular presenta una apofisis (apofisis odontoide) espinosa, ancha, fuerte y bífida.;El hueso axis (llamado así por la palabra latina axis que significa eje) es la segunda vértebra cervical (C2). El axis se encuentra debajo del atlas y encima de la vértebra cervical C3, con los que se articula. Las vértebras cervicales son las menos gruesas y las de mayor movilidad. La primera cervical, el atlas, es una vértebra incompleta, y la segunda, el axis, permite la rotación lateral del cuello. Es la más larga de las vértebras cervicales, en lugar de cabeza articular presenta una apofisis (apofisis odontoide) espinosa, ancha, fuerte y bífida.;1239;03/04/2016;04/04/2016
7;Se caracterizan por presentar apófisis transversas dobles. Presentan un agujero transverso que entra en la formación del canal transverso.;Las vértebras cervicales son las que se sitúan en el cuello permitiendo su movilidad, entre el cráneo con el cual soporta su peso y las vértebras torácicas. Se caracterizan por presentar apófisis transversas dobles. Presentan un agujero transverso que entra en la formación del canal transverso.;1240;03/04/2016;04/04/2016
8;son las que se sitúan en el cuello permitiendo su movilidad, entre el cráneo con el cual soporta su peso y las vértebras torácicas.;Las vértebras cervicales son las que se sitúan en el cuello permitiendo su movilidad, entre el cráneo con el cual soporta su peso y las vértebras torácicas. Se caracterizan por presentar apófisis espinosa larga, y también presentan superficies articulares para las costillas.;1241;03/04/2016;04/04/2016
9;son los segmentos más macizos de la columna vertebral y se caracterizan por presentar apófisis transversas amplias o anchas y largas.;Las vértebras lumbares (vertebrae lumbales) son los segmentos más macizos de la columna vertebral, tanto más voluminosas son en cuanto más abajo esté situada en la columna lumbar. Se caracterizan por presentar apófisis transversas amplias o anchas y largas.;1242;03/04/2016;04/04/2016
10;Está formado por la unión de vertebras. Se sitúa debajo de la columna lumbar y Se caracterizan porque están fusionadas formando un solo hueso llamado el sacro.;Está formado por la unión de las vértebras sacras. Se sitúa debajo de la columna lumbar y forma con ella un ángulo obtuso, dirigido hacia delante (promontorio). Se caracterizan porque están fusionadas formando un solo hueso llamado el sacro.;1243;03/04/2016;04/04/2016
11;Se caracterizan porque a medida que se alejan del sacro se torna cilíndricas y pierden la morfología (forma típica de la vértebra).;Se caracterizan porque a medida que se alejan del sacro se torna cilíndricas y pierden la morfología (forma típica de la vértebra).;1244;03/04/2016;04/04/2016
12;son huesos largos, elásticos, que junto con la columna vertebral y el esternón forman la jaula ósea denominada tórax.;"Las costillas son huesos largos, elásticos, que junto con la columna vertebral y el esternón forman la jaula ósea denominada tórax. Las costillas son 24 (doce pares), forman las paredes laterales del tórax, así como la mayor parte de su pared anterior y posterior. Las costillas son huesos pares, alargados, que articulan superiormente con las vértebras dorsales e inferiormente con el esternón. Las costillas pueden ser Esternales, no articulan con el esternón o esternales, articulan con el esternón. Partes de la costilla, Costilla propiamente dicha, Cartílago costal o prolongamiento. Las costillas se componen de 18 costillas, 8 esternales y 10 esternales; Son más finas, largas e incurvadas.";1245;03/04/2016;04/04/2016
13;es un hueso del tórax, plano, impar, central y simétrico (por lo general), compuesto por varias piezas soldadas. Este ayuda a proteger al corazón y los pulmones.;El hueso esternón (Sternum) es un hueso del tórax, plano, impar, central y simétrico (por lo general), compuesto por varias piezas soldadas (esternebras). El esternón ayuda a proteger al corazón y los pulmones. El esternón es una pieza osteo - cartilaginosa impar, formada por esternebras, da apoyo a las costillas esternales. El esternón se compone de 5 partes cara superior, Caras laterales, Borde inferior, Extremidad posterior. Tiene forma de barco aplanado lateralmente en los 2/3 anteriores y dorsoventralmente en su tercio posterior.;1246;03/04/2016;04/04/2016
14;"Es un hueso plano de forma triangular que posee dos caras, una lateral y otra medial; posee tres bordes, uno craneal, uno caudal y otro dorsal y posee tres ángulos; uno anterior, otro caudal o posterior y uno ventral o articular o glenoideo.";"Es un hueso plano de forma triangular que posee dos caras, una lateral y otra medial; posee tres bordes, uno craneal, uno caudal y otro dorsal y posee tres ángulos; uno anterior, otro caudal o posterior y uno ventral o articular o glenoideo. El eje longitudinal de la escápula se ubica hacia abajo y adelante lo que da a la escápula una presentación o ubicación oblicua en forma posteroanterior, es decir está de lado con la base hacia dorsal y ligeramente hacia posterior y el vértice hacia ventral y hacia craneal. este hueso  es similar a la del bovino con relación al tamaño de las fosas, pero lo típico es que presenta una espina de la escápula menos prominente la cual no termina en la punta que se denomina acromión. por no existir acromión en la escápula del equino, a este nivel vemos como la espina de la escápula termina en forma roma.  ";1247;03/04/2016;04/04/2016
15;Hueso largo y por tanto para su descripción Anatómica lo podríamos dividir en una extremidad proximal o epífisis proximal, una parte media o cuerpo o diáfisis y una extremidad distal o epífisis distal.;Hueso largo y por tanto para su descripción Anatómica lo podríamos dividir en una extremidad proximal o epífisis proximal, una parte media o cuerpo o diáfisis y una extremidad distal o epífisis distal. Este hueso en el cuerpo se ubica en una posición dorsoventral, es decir de arriba hacia abajo y antero posterior, es decir que su epífisis proximal va hacia anterior y la distal va hacia posterior, por tanto el hueso está dispuesto en forma oblicua.;1248;03/04/2016;04/04/2016
16;Se osifica con el radio prolongándose su epífisis distal hasta la apófisis estiroides lateral del radio. Presenta una extremidad proximal muy pronunciada y que está representada por el olecranón.;Es un hueso largo que se articula en su parte proximal con el húmero y el radio. Se ubica posterior y lateral al radio y en su extremidad distal se articula con los huesos de la primera fila del carpo, específicamente el hueso carpo ulnar y accesorio del carpo. La mayor masa del hueso se encuentra en su parte proximal. En las especies donde llega hasta la parte distal del radio (caninos, felinos, bovinos y suinos), llega a ser el hueso mas largo del antebrazo y aunque en ellos el radio sea mas corto, este último es mas ancho que la ulna.;1249;03/04/2016;04/04/2016
17;Es un hueso largo, el más anterior y grueso del antebrazo. Su parte proximal se articula con el húmero. Su extremidad distal se articula con los huesos de la primera fila del carpo y en su parte posterolateral se articula con la ulna;Uno de los huesos más largos. Curvados en toda su longitud y que distalmente se une al cúbito. Su superficie deja un espacio caudalmente con el cúbito llamado espacio interoseo del antebrazo. Por aquí transitan las arterias y venas interoseas comunes. Tiene: Superficie craneal. Superficie caudal. Superficie lateral. Superficie medial. Extremidad proximal. Extremidad distal. En la extremidad proximal del radio se presenta la circunferencia articular de la troclea del húmero. Presenta la cresta sagital, que divide la circunferencia articular en dos fóveas capitulares. También hay dos salientes en sentido caudal llamados apófisis coranoides lateral y medial. También hay una tuberosidad por el lado medial llamada tuberosidad radial. La extremidad distal presenta en superficie unas caras articulares para adaptarse a los huesos carpianos y se llaman troclea del radio. Cada cara articular está dividida por las crestas sagitales. Por la parte más caudal de la extremidad está la cresta rugosa transversa.;1250;03/04/2016;04/04/2016
18;Se designa con el término de carpo a la parte del miembro locomotor situada entre el antebrazo y el metacarpo, incluyendo todas las estructuras blanda y los huesos;"Constituyen una masa con forma cuadrangular. Tiene fila proximal (articulada con la extremidad distal del radio) llamada fila proximal o antobraquial; y una fila distal o metacarpiana, que se articula con la extremidad proximal del metacarpo. Estos cuerpos se llaman (lateral---medial): hueso accesorio del carpo, hueso carpo-cubital, hueso carpo-intermedio, hueso carpo-radial (fila proximal); 4º hueso carpiano, 3º hueso carpiano, 2º hueso carpiano y 1º hueso carpiano (fila distal. Estos dos últimos se suelen osificar. El primero tiene forma de guisante y es muy pequeño)";1251;03/04/2016;04/04/2016
19;Se pueden clasificar como huesos largos en miniatura sobre todo en pequeñas especies Poseen un cuerpo o diáfisis delgada en las pequeñas especies y unas extremidades amplias para articular. ;Se pueden clasificar como huesos largos en miniatura sobre todo en pequeñas especies Poseen un cuerpo o diáfisis delgada en las pequeñas especies y unas extremidades amplias para articular. La parte proximal es la base y la distal la cabeza. Así la base del metacarpiano articula con la superficie articular de la segunda fila  e los huesos del carpo y la cabeza del metacarpiano articula con la primera falange. Los metacarpianos se enumeran igualmente de medial a lateral y con números romanos.;1252;03/04/2016;04/04/2016
20;La primera falange del miembro torácico es la más próximo a los huesos del metacarpo y es el más largo de las falanges;La primera falange del miembro torácico es la más próximo a los huesos del metacarpo y es el más largo de las falanges Además de las falanges se encuentran los huesos sesamoideos que en el canino se ubican tanto en la cara palmar como en la dorsal. BASE - Fóvea articular CUERPO - Trígono de la falange proximal (lig. sesamoideos distales) CABEZA;1253;03/04/2016;04/04/2016
21;La segunda falange del miembro torácico también llamada falange media es uno de los tres huesos que forman la columna osea en el digito;La segunda falange del miembro torácico también llamada falange media es uno de los tres huesos que forman la columna osea en el digito Además de las falanges se encuentran los huesos sesamoideos que en el canino se ubican tanto en la cara palmar como en la dorsal. BASE - Fóvea articular - Apófisis extensora (M. extensor digital común) - Tuberosidad flexora CUERPO CABEZA;1254;03/04/2016;04/04/2016
22;la tercera falange del miembro torácico es un hueso semicircular en forma de cuña Presenta solamente el dedo desarrollado;"la tercera falange del miembro torácico es un hueso semicircular en forma de cuña Presenta solamente el dedo desarrollado. presenta los siguientes accidentes óseos, los cuales son desarrollados en la tercera falange del equino y corresponden al surco palmar, el agujero palmar, por el cual pasan las arterias solares responsables de irrigar hasta esta zona; la cara flexora o palmar, donde se inserta el músculo flexor digital profundo, la cresta semilunar, los ángulos de la tercera falange, donde se insertan los cartílagos de la tercera falange que tienen que ver con el retorno venoso del casco, el surco dorsal, el borde distal, los surcos parietales por los que viajan las arterias parietales.";1255;03/04/2016;04/04/2016
23;El sesamoideo distal en el equino tiene una forma triangular y aplanada y se conoce comúnmente como el hueso navicular.;El sesamoideo distal en el equino tiene una forma triangular y aplanada y se conoce comúnmente como el hueso navicular.;1256;03/04/2016;04/04/2016
24;"Es un hueso plano, par; que se articula dorsalmente con el sacro. La línea media de cada coxal se une con el del lado opuesto formando la sínfisis pelviana";"Es un hueso plano, par; que se articula dorsalmente con el sacro. La línea media de cada coxal se une con el del lado opuesto formando la sínfisis pelviana, el arco isquiático en su parte posterior y el reborde pélvico en su parte anterior. Cada coxal esta formado por tres segmentos óseos que se fusionan y son: el Ilion o hueso iliaco, el Isquion y el Pubis, que convergen al acetábulo. Detallemos seguidamente cada uno ILEON: Cóncava lateralmente conocida como el ala y otra estrecha, comprimida en sentido lateral, denominada el cuerpo ISQUION: Se ubica posterior al hueso ilion. Presenta la escotadura isquiática menor que es continuación de la espina isquiática en su borde dorsal. PUBIS: Consta de cuerpo y dos ramas. El cuerpo se ubica en dirección craneal al foramen obturador, la rama craneal se ubica desde el cuerpo al ilion y participa en la formación del acetabulo,";1257;03/04/2016;04/04/2016
25;"El fémur es el hueso más grande del cuerpo; se clasifica como un hueso largo, con presentación anteroposterior";"El fémur es el hueso más grande del cuerpo; se clasifica como un hueso largo, con presentación anteroposterior, que se articula en su extremidad proximal con el acetábulo y su extremidad distal con la tibia, fibula y patela. Permite amplios grados de movimiento en su articulación, así el ángulo de flexión de la articulación coxofemoral es de unos 110º en el canino y el de la articulación femorotibial de 130 a 135º.";1258;03/04/2016;04/04/2016
26;;;1259;03/04/2016;04/04/2016
27;;;1260;03/04/2016;04/04/2016
28;Es un hueso largo que se articula en su parte proximal con el fémur y en su extremidad distal con el talus o hueso tarso tibial o astrágalo;Es un hueso largo que se articula en su parte proximal con el fémur y en su extremidad distal con el talus o hueso tarso tibial o astrágalo. Forma el esqueleto de la pierna. Son huesos largos y cilíndricos. Esta más desarrollada la tibia que soporta el peso del cuerpo. La tibia ocupa una posición medial y el peroné lateral. Surco para el ligamento rotuliano intermedio en la tuberosidad tibial. - Extremo distal con dos maléolos (lateral y medial). El maléolo lateral es el extremo distal del  peroné fusionado a la tibia. - Labios y surcos de la cóclea tibial oblicuos.;1261;03/04/2016;04/04/2016
29;Es un hueso largo y delgado. Se una a la tibia en su lado posterio-lateral, ubicada desde la extremidad proximal de la tibia hasta dos tercios del borde externo de la longitud de la tibia;"Es un hueso largo y delgado, en los bovinos solo se encuentra un vestigio. Se una a la tibia en su lado posterio-lateral, ubicada desde la extremidad proximal de la tibia hasta dos tercios del borde externo de la longitud de la tibia en el equino y hasta la extremidad distal del suino y del canino; donde va a terminar en el maleolo lateral. En su relación con la tibia deja espacios denominados interóseos. Así podemos decir que la fíbula presenta una extremidad proximal o cabeza, que se articula con el cóndilo lateral de la tibia y un extremo distal o maleolo lateral.";1262;03/04/2016;04/04/2016
30;Forman el esqueleto del pie. Los huesos del tarso (garrón o corvejón) de los mamíferos domésticos se ubican en una fila proximal o crural, una media o intertarsiana y una distal o metatarsiana;Forman el esqueleto del pie. Los huesos del tarso (garrón o corvejón) de los mamíferos domésticos se ubican en una fila proximal o crural, una media o intertarsiana y una distal o metatarsiana. El número de huesos varía entre las diferentes especies.  Descripción general: - Fila proximal, de medial a lateral: astrágalo (tarsotibial) y calcáneo (tarsoperoneo).- Fila central: central (escafoides).- Fila distal, desde el lado medial al lateral: I tarsal, II tarsal , III tarsal y IV tarsal (cuboides).Entre sus características esta compuesto por 6 huesos tarsales (por fusión de I y II tarsales).Surco del astrágalo. Caras articulares para el calcáneo y el escafoides aplanadas.;1263;03/04/2016;04/04/2016
31;"Los metatarsianos son prácticamente idénticos a los metacarpianos, excepto el primero en el canino que puede estar dividido o ausente o ser rudimentario; por lo que no se entrará nuevamente en detalles óseos de esta región ";"Los metatarsianos son prácticamente idénticos a los metacarpianos, excepto el primero en el canino que puede estar dividido o ausente o ser rudimentario; por lo que no se entrará nuevamente en detalles óseos de esta región Similares a los huesos del metacarpo. Son en general más largos y estrechos. En el caso de los metatarsianos y de las dos primeras falanges, son huesos de sección más circular que los correspondientes de la mano. En équidos el IV metatarsiano es más voluminoso que el II. En cuanto a la falange distal de los équidos la cara de la suela es más excavada en el pie.";1264;03/04/2016;04/04/2016
32;La primera falange del miembro pelviano es la más próximo a los huesos del metacarpo y es el más largo de las falanges ;La primera falange del miembro pelviano es la más próximo a los huesos del metacarpo y es el más largo de las falanges Además de las falanges se encuentran los huesos sesamoideos que en el canino se ubican tanto en la cara palmar como en la dorsal. BASE - Fóvea articular CUERPO - Trígono de la falange proximal (lig. sesamoideos distales) CABEZA;1265;03/04/2016;04/04/2016
33;La segunda falange del miembro pelviano también llamada falange media es uno de los tres huesos que forman la columna osea en el digito;La segunda falange del miembro pelviano también llamada falange media es uno de los tres huesos que forman la columna osea en el digito Además de las falanges se encuentran los huesos sesamoideos que en el canino se ubican tanto en la cara palmar como en la dorsal. BASE - Fóvea articular - Apófisis extensora (M. extensor digital común) - Tuberosidad flexora CUERPO CABEZA;1266;03/04/2016;04/04/2016
34;la tercera falange del miembro pelviano es un hueso semicircular en forma de cuña Presenta solamente el dedo desarrollado. ;"la tercera falange del miembro pelviano es un hueso semicircular en forma de cuña Presenta solamente el dedo desarrollado. presenta los siguientes accidentes óseos, los cuales son desarrollados en la tercera falange del equino y corresponden al surco palmar, el agujero palmar, por el cual pasan las arterias solares responsables de irrigar hasta esta zona; la cara flexora o palmar, donde se inserta el músculo flexor digital profundo, la cresta semilunar, los ángulos de la tercera falange, donde se insertan los cartílagos de la tercera falange que tienen que ver con el retorno venoso del casco, el surco dorsal, el borde distal, los surcos parietales por los que viajan las arterias parietales.";1267;03/04/2016;04/04/2016
